year,Season_type,PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV
2017-18,Regular%20Season,1627875,424,Marcus Georges-Hunt,1610612750,MIN,42,224,21,48,0.438,4,15,0.267,13,21,0.619,7,9,16,7,6,0,3,32,59,50,2.33,2.0
2017-18,Regular%20Season,1627770,425,Kay Felder,1610612765,DET,16,140,21,70,0.3,4,19,0.211,11,12,0.917,3,15,18,20,3,1,16,11,57,33,1.25,0.19
2017-18,Regular%20Season,1626177,426,Dakari Johnson,1610612760,OKC,31,161,22,39,0.564,0,0,0.0,11,20,0.55,16,18,34,8,6,8,3,27,55,82,2.67,2.0
2017-18,Regular%20Season,201589,427,Darrell Arthur,1610612743,DEN,19,141,22,47,0.468,8,23,0.348,2,3,0.667,3,12,15,9,8,3,15,22,54,48,0.6,0.53
2017-18,Regular%20Season,1628401,427,Derrick White,1610612759,SAS,17,139,16,33,0.485,8,13,0.615,14,20,0.7,5,21,26,9,4,3,6,8,54,67,1.5,0.67
2017-18,Regular%20Season,204066,427,John Holland,1610612739,CLE,24,174,17,59,0.288,11,36,0.306,9,13,0.692,6,18,24,5,7,2,8,10,54,38,0.63,0.88
2017-18,Regular%20Season,201628,430,Bobby Brown,1610612745,HOU,20,115,19,58,0.328,11,40,0.275,1,2,0.5,0,7,7,11,4,0,9,6,50,23,1.22,0.44
2017-18,Regular%20Season,1627362,430,Briante Weber,1610612763,MEM,18,237,19,43,0.442,4,11,0.364,8,10,0.8,8,27,35,22,18,5,15,28,50,89,1.47,1.2
2017-18,Regular%20Season,1627853,432,Ryan Arcidiacono,1610612741,CHI,24,304,17,41,0.415,9,31,0.29,5,6,0.833,1,24,25,35,13,0,13,18,48,83,2.69,1.0
2017-18,Regular%20Season,1626191,433,Chris McCullough,1610612764,WAS,19,90,18,42,0.429,1,8,0.125,9,14,0.643,7,18,25,4,0,5,2,8,46,49,2.0,0.0
2017-18,Regular%20Season,203705,433,Josh Magette,1610612737,ATL,18,216,15,46,0.326,8,22,0.364,8,8,1.0,2,17,19,57,8,1,9,16,46,91,6.33,0.89
2017-18,Regular%20Season,202347,435,Quincy Pondexter,1610612741,CHI,23,196,14,49,0.286,3,22,0.136,14,17,0.824,8,19,27,9,8,2,11,24,45,42,0.82,0.73
2017-18,Regular%20Season,1627744,436,Brice Johnson,1610612763,MEM,18,98,20,42,0.476,0,1,0.0,3,5,0.6,9,22,31,2,9,6,5,13,43,62,0.4,1.8
2017-18,Regular%20Season,202720,436,Jon Leuer,1610612765,DET,8,136,15,36,0.417,0,3,0.0,13,15,0.867,7,25,32,5,1,3,7,16,43,54,0.71,0.14
2017-18,Regular%20Season,204022,438,Jack Cooley,1610612758,SAC,7,87,13,27,0.481,0,0,0.0,14,19,0.737,14,16,30,6,1,0,3,13,40,55,2.0,0.33
2017-18,Regular%20Season,1628444,439,Jabari Bird,1610612738,BOS,13,115,15,26,0.577,3,7,0.429,6,13,0.462,6,13,19,8,3,1,8,7,39,44,1.0,0.38
2017-18,Regular%20Season,1626259,440,Malcolm Miller,1610612761,TOR,15,126,13,28,0.464,8,21,0.381,4,4,1.0,4,11,15,3,1,2,5,10,38,39,0.6,0.2
2017-18,Regular%20Season,1627735,440,Wade Baldwin IV,1610612757,POR,7,80,14,21,0.667,4,5,0.8,6,10,0.6,1,7,8,5,2,1,4,12,38,39,1.25,0.5
2017-18,Regular%20Season,101106,442,Andrew Bogut,1610612747,LAL,24,216,17,25,0.68,0,0,0.0,2,2,1.0,26,52,78,15,4,13,19,40,36,119,0.79,0.21
2017-18,Regular%20Season,1627834,442,Georgios Papagiannis,1610612757,POR,17,122,18,42,0.429,0,0,0.0,0,0,0.0,13,24,37,9,4,6,8,12,36,60,1.13,0.5
2017-18,Regular%20Season,1627774,444,Jake Layman,1610612757,POR,35,160,14,47,0.298,4,20,0.2,2,3,0.667,4,12,16,11,6,4,5,13,34,32,2.2,1.2
2017-18,Regular%20Season,1626780,444,Jonathan Gibson,1610612738,BOS,4,40,14,23,0.609,6,12,0.5,0,0,0.0,0,3,3,4,0,0,3,5,34,29,1.33,0.0
2017-18,Regular%20Season,1628495,444,Milton Doyle,1610612751,BKN,10,125,13,47,0.277,4,23,0.174,4,8,0.5,3,15,18,10,6,2,2,13,34,30,5.0,3.0
2017-18,Regular%20Season,2863,447,Damien Wilkins,1610612754,IND,19,152,13,39,0.333,4,18,0.222,3,4,0.75,5,11,16,9,2,1,5,7,33,29,1.8,0.4
2017-18,Regular%20Season,202348,447,Jordan Crawford,1610612740,NOP,5,53,12,27,0.444,8,14,0.571,1,1,1.0,2,2,4,13,1,1,5,7,33,32,2.6,0.2
2017-18,Regular%20Season,1627982,449,Josh Gray,1610612756,PHX,5,86,11,41,0.268,3,13,0.231,7,11,0.636,2,8,10,12,8,2,7,8,32,23,1.71,1.14
2017-18,Regular%20Season,203485,449,Lorenzo Brown,1610612761,TOR,14,139,14,34,0.412,2,12,0.167,2,2,1.0,1,14,15,13,5,0,3,7,32,42,4.33,1.67
2017-18,Regular%20Season,2555,451,Nick Collison,1610612760,OKC,15,75,13,19,0.684,0,0,0.0,5,13,0.385,7,13,20,4,0,0,7,7,31,34,0.57,0.0
2017-18,Regular%20Season,2210,452,Richard Jefferson,1610612743,DEN,20,163,12,27,0.444,2,7,0.286,4,7,0.571,2,15,17,15,2,1,5,11,30,42,3.0,0.4
2017-18,Regular%20Season,1628476,453,Derrick Walton Jr.,1610612748,MIA,16,147,8,25,0.32,7,17,0.412,6,6,1.0,2,14,16,16,7,3,2,7,29,52,8.0,3.5
2017-18,Regular%20Season,203524,453,Solomon Hill,1610612740,NOP,12,187,11,41,0.268,4,21,0.19,3,6,0.5,9,27,36,22,7,1,9,22,29,53,2.44,0.78
2017-18,Regular%20Season,1628504,453,Xavier Rathan-Mayes,1610612763,MEM,5,118,12,42,0.286,1,14,0.071,4,9,0.444,0,5,5,18,6,3,11,18,29,15,1.64,0.55
2017-18,Regular%20Season,1628537,456,Jaylen Morris,1610612737,ATL,6,98,13,32,0.406,2,10,0.2,0,0,0.0,2,14,16,7,2,1,6,2,28,29,1.17,0.33
2017-18,Regular%20Season,1628502,457,Nigel Hayes,1610612758,SAC,9,122,11,33,0.333,4,16,0.25,1,3,0.333,4,18,22,6,2,3,2,8,27,34,3.0,1.0
2017-18,Regular%20Season,1627816,458,Alex Poythress,1610612754,IND,25,104,11,26,0.423,4,11,0.364,0,0,0.0,7,10,17,2,3,1,2,16,26,32,1.0,1.5
2017-18,Regular%20Season,203998,458,Bruno Caboclo,1610612758,SAC,12,106,9,31,0.29,3,17,0.176,5,6,0.833,7,15,22,4,3,4,4,8,26,32,1.0,0.75
2017-18,Regular%20Season,1627745,460,Damian Jones,1610612744,GSW,15,89,11,22,0.5,0,0,0.0,3,5,0.6,5,9,14,2,1,3,4,14,25,28,0.5,0.25
2017-18,Regular%20Season,201281,461,Andre Ingram,1610612747,LAL,2,64,8,17,0.471,5,9,0.556,3,3,1.0,1,5,6,7,3,3,3,3,24,31,2.33,1.0
2017-18,Regular%20Season,1628499,462,Antonius Cleveland,1610612737,ATL,17,123,8,21,0.381,3,4,0.75,4,6,0.667,3,11,14,2,7,5,7,23,23,29,0.29,1.0
2017-18,Regular%20Season,1627788,462,Furkan Korkmaz,1610612755,PHI,14,80,8,28,0.286,5,17,0.294,2,4,0.5,2,9,11,4,2,1,2,12,23,17,2.0,1.0
2017-18,Regular%20Season,202713,462,Kyle Singler,1610612760,OKC,12,59,7,21,0.333,2,5,0.4,7,13,0.538,1,9,10,2,1,0,3,4,23,13,0.67,0.33
2017-18,Regular%20Season,204179,465,Omari Johnson,1610612763,MEM,4,75,9,21,0.429,4,12,0.333,0,0,0.0,4,7,11,7,2,0,3,6,22,27,2.33,0.67
2017-18,Regular%20Season,1628418,465,Thomas Bryant,1610612747,LAL,15,72,8,21,0.381,1,10,0.1,5,9,0.556,3,14,17,6,1,2,2,6,22,29,3.0,0.5
2017-18,Regular%20Season,1627753,465,Zhou Qi,1610612745,HOU,18,124,6,32,0.188,2,19,0.105,8,12,0.667,6,16,22,2,2,14,10,14,22,22,0.2,0.2
2017-18,Regular%20Season,201600,465,Ömer Aşik,1610612741,CHI,18,182,9,22,0.409,0,0,0.0,4,13,0.308,9,38,47,3,2,4,9,20,22,47,0.33,0.22
2017-18,Regular%20Season,203940,469,Adreian Payne,1610612753,ORL,5,43,7,10,0.7,2,3,0.667,5,6,0.833,2,7,9,0,2,0,2,6,21,26,0.0,1.0
2017-18,Regular%20Season,1628035,469,Alfonzo McKinnie,1610612761,TOR,14,53,8,15,0.533,3,9,0.333,2,3,0.667,1,6,7,1,1,1,3,8,21,20,0.33,0.33
2017-18,Regular%20Season,1628391,469,D.J. Wilson,1610612749,MIL,22,71,9,16,0.563,2,5,0.4,1,2,0.5,2,8,10,3,3,1,4,7,21,26,0.75,0.75
2017-18,Regular%20Season,1626210,472,Alan Williams,1610612756,PHX,5,70,7,18,0.389,0,0,0.0,6,9,0.667,3,19,22,8,5,1,7,13,20,35,1.14,0.71
2017-18,Regular%20Season,1628492,472,Gian Clavell,1610612742,DAL,7,64,6,18,0.333,6,15,0.4,2,2,1.0,1,6,7,3,2,0,2,8,20,18,1.5,1.0
2017-18,Regular%20Season,1627855,472,Okaro White,1610612739,CLE,6,80,7,16,0.438,4,11,0.364,2,3,0.667,3,8,11,2,1,1,1,6,20,24,2.0,1.0
2017-18,Regular%20Season,202933,475,Julyan Stone,1610612766,CHA,23,175,6,13,0.462,6,13,0.462,1,2,0.5,1,28,29,26,4,2,7,21,19,65,3.71,0.57
2017-18,Regular%20Season,1628443,475,Kadeem Allen,1610612738,BOS,18,107,6,22,0.273,0,11,0.0,7,9,0.778,4,7,11,12,3,2,9,15,19,20,1.33,0.33
2017-18,Regular%20Season,1626154,475,RJ Hunter,1610612745,HOU,5,45,7,20,0.35,3,14,0.214,2,2,1.0,0,5,5,3,3,0,2,7,19,15,1.5,1.5
2017-18,Regular%20Season,202391,478,Jeremy Lin,1610612751,BKN,1,25,5,12,0.417,1,2,0.5,7,7,1.0,0,0,0,4,0,0,3,3,18,12,1.33,0.0
2017-18,Regular%20Season,1627866,479,Jameel Warney,1610612742,DAL,3,27,7,12,0.583,0,0,0.0,3,5,0.6,4,5,9,0,0,0,1,2,17,18,0.0,0.0
2017-18,Regular%20Season,203923,479,James Young,1610612755,PHI,6,61,5,14,0.357,3,10,0.3,4,6,0.667,0,2,2,2,0,0,1,4,17,9,2.0,0.0
2017-18,Regular%20Season,203580,479,Larry Drew II,1610612740,NOP,10,70,7,24,0.292,3,9,0.333,0,0,0.0,3,0,3,10,0,0,3,6,17,10,3.33,0.0
2017-18,Regular%20Season,1627215,479,Walt Lemon Jr.,1610612740,NOP,5,35,7,16,0.438,1,1,1.0,2,3,0.667,0,2,2,5,0,1,4,5,17,11,1.25,0.0
2017-18,Regular%20Season,1626199,483,Darrun Hilliard,1610612759,SAS,14,95,5,19,0.263,0,6,0.0,6,7,0.857,0,7,7,11,2,0,4,7,16,17,2.75,0.5
2017-18,Regular%20Season,1627743,483,Demetrius Jackson,1610612755,PHI,15,80,7,18,0.389,1,7,0.143,1,2,0.5,5,7,12,9,5,1,10,7,16,21,0.9,0.5
2017-18,Regular%20Season,1627821,483,James Webb III,1610612751,BKN,10,120,6,24,0.25,4,19,0.211,0,0,0.0,8,16,24,4,1,0,4,10,16,23,1.0,0.25
2017-18,Regular%20Season,203481,486,Jeff Withey,1610612742,DAL,10,39,6,16,0.375,2,10,0.2,1,2,0.5,1,9,10,0,0,3,2,3,15,15,0.0,0.0
2017-18,Regular%20Season,1627850,487,Marshall Plumlee,1610612749,MIL,8,52,1,3,0.333,0,0,0.0,12,16,0.75,4,13,17,2,0,1,3,10,14,25,0.67,0.0
2017-18,Regular%20Season,1628387,488,Ike Anigbogu,1610612754,IND,11,30,4,9,0.444,0,0,0.0,5,6,0.833,5,4,9,0,1,3,2,1,13,18,0.0,0.5
2017-18,Regular%20Season,202332,489,Cole Aldrich,1610612750,MIN,21,49,5,15,0.333,0,0,0.0,2,6,0.333,3,12,15,3,2,1,1,11,12,18,3.0,2.0
2017-18,Regular%20Season,1627772,489,Daniel Hamilton,1610612760,OKC,6,28,5,11,0.455,2,5,0.4,0,0,0.0,0,5,5,8,1,0,2,2,12,18,4.0,0.5
2017-18,Regular%20Season,201149,489,Joakim Noah,1610612752,NYK,7,40,5,10,0.5,0,0,0.0,2,4,0.5,6,8,14,4,2,2,4,5,12,23,1.0,0.5
2017-18,Regular%20Season,1627779,489,Marcus Paige,1610612766,CHA,5,28,4,14,0.286,2,8,0.25,2,2,1.0,0,4,4,3,0,0,0,0,12,9,0.0,0.0
2017-18,Regular%20Season,203104,493,Marquis Teague,1610612763,MEM,3,74,4,16,0.25,1,4,0.25,2,5,0.4,1,5,6,13,4,0,3,5,11,16,4.33,1.33
2017-18,Regular%20Season,204065,494,David Stockton,1610612762,UTA,3,9,2,3,0.667,2,3,0.667,4,4,1.0,0,0,0,0,0,0,1,3,10,8,0.0,0.0
2017-18,Regular%20Season,1628420,494,Monte Morris,1610612743,DEN,3,25,4,6,0.667,0,1,0.0,2,2,1.0,0,2,2,7,3,0,1,1,10,19,7.0,3.0
2017-18,Regular%20Season,1627777,496,Georges Niang,1610612762,UTA,9,32,4,11,0.364,0,4,0.0,1,2,0.5,3,6,9,3,2,0,3,1,9,12,1.0,0.67
2017-18,Regular%20Season,1627762,496,Joel Bolomboy,1610612749,MIL,6,38,3,6,0.5,0,1,0.0,3,6,0.5,6,4,10,0,2,0,2,3,9,13,0.0,1.0
2017-18,Regular%20Season,1628935,498,Aaron Jackson,1610612745,HOU,1,35,3,9,0.333,1,4,0.25,1,2,0.5,2,1,3,1,0,0,1,4,8,4,1.0,0.0
2017-18,Regular%20Season,203949,498,James Michael McAdoo,1610612755,PHI,3,18,2,7,0.286,2,7,0.286,2,2,1.0,0,2,2,0,0,1,1,1,8,5,0.0,0.0
2017-18,Regular%20Season,1628493,498,Mangok Mathiang,1610612766,CHA,4,20,4,7,0.571,0,0,0.0,0,1,0.0,3,7,10,0,1,0,0,5,8,15,0.0,0.0
2017-18,Regular%20Season,1628396,498,Tony Bradley,1610612762,UTA,9,29,3,11,0.273,0,1,0.0,2,2,1.0,4,7,11,1,0,0,0,1,8,12,0.0,0.0
2017-18,Regular%20Season,2617,498,Udonis Haslem,1610612748,MIA,14,72,3,15,0.2,1,8,0.125,1,2,0.5,3,7,10,5,0,2,2,3,8,10,2.5,0.0
2017-18,Regular%20Season,1628506,503,London Perrantes,1610612739,CLE,14,66,2,13,0.154,0,3,0.0,3,5,0.6,1,3,4,5,2,1,1,6,7,5,5.0,2.0
2017-18,Regular%20Season,1628429,504,Charles Cooke,1610612740,NOP,13,38,2,14,0.143,1,8,0.125,1,2,0.5,0,2,2,1,1,0,1,0,6,-4,1.0,1.0
2017-18,Regular%20Season,1626205,504,Vincent Hunter,1610612763,MEM,4,7,3,5,0.6,0,0,0.0,0,0,0.0,2,1,3,0,0,1,1,0,6,7,0.0,0.0
2017-18,Regular%20Season,203900,506,Markel Brown,1610612745,HOU,4,31,2,7,0.286,1,5,0.2,0,0,0.0,1,4,5,2,0,0,2,6,5,5,1.0,0.0
2017-18,Regular%20Season,1628475,506,Matt Williams Jr.,1610612748,MIA,3,11,2,6,0.333,1,5,0.2,0,0,0.0,0,1,1,0,0,0,1,1,5,1,0.0,0.0
2017-18,Regular%20Season,1627778,508,Chinanu Onuaku,1610612745,HOU,1,22,2,5,0.4,0,0,0.0,0,0,0.0,1,3,4,1,0,0,3,4,4,3,0.33,0.0
2017-18,Regular%20Season,1628451,508,Jacob Wiley,1610612751,BKN,5,33,1,4,0.25,1,2,0.5,1,2,0.5,2,9,11,2,1,0,0,4,4,14,0.0,0.0
2017-18,Regular%20Season,1627856,508,Matt Costello,1610612759,SAS,4,32,2,4,0.5,0,0,0.0,0,0,0.0,1,8,9,2,2,2,1,7,4,16,2.0,2.0
2017-18,Regular%20Season,1627817,508,Tim Quarterman,1610612745,HOU,3,13,1,3,0.333,0,2,0.0,2,2,1.0,0,3,3,1,0,0,2,1,4,4,0.5,0.0
2017-18,Regular%20Season,1626148,512,Anthony Brown,1610612750,MIN,1,4,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,4,0.0,0.0
2017-18,Regular%20Season,2570,512,Kendrick Perkins,1610612739,CLE,1,15,1,2,0.5,0,0,0.0,1,2,0.5,0,1,1,2,1,0,1,1,3,4,2.0,1.0
2017-18,Regular%20Season,1628513,512,Naz Mitrou-Long,1610612762,UTA,1,1,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,3,0.0,0.0
2017-18,Regular%20Season,203687,512,Reggie Hearn,1610612765,DET,3,7,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,3,2,0.0,0.0
2017-18,Regular%20Season,203505,512,Vander Blue,1610612747,LAL,5,45,1,5,0.2,0,2,0.0,1,2,0.5,0,1,1,3,1,0,3,2,3,0,1.0,0.33
2017-18,Regular%20Season,204098,512,Xavier Munford,1610612749,MIL,6,21,1,6,0.167,0,2,0.0,1,2,0.5,1,0,1,4,1,0,2,4,3,1,2.0,0.5
2017-18,Regular%20Season,202682,518,Derrick Williams,1610612747,LAL,2,9,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,0,0.0,0.0
2017-18,Regular%20Season,1628421,518,Devin Robinson,1610612764,WAS,1,13,1,3,0.333,0,0,0.0,0,0,0.0,2,3,5,0,1,0,0,2,2,6,0.0,0.0
2017-18,Regular%20Season,1628410,518,Edmond Sumner,1610612754,IND,1,2,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,3,0.0,0.0
2017-18,Regular%20Season,202330,518,Gordon Hayward,1610612738,BOS,1,5,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,2,0.0,0.0
2017-18,Regular%20Season,1626643,518,Jacob Pullen,1610612755,PHI,3,6,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,0,0.0,0.0
2017-18,Regular%20Season,202379,518,Jeremy Evans,1610612737,ATL,1,5,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,1,2,2,0.0,0.0
2017-18,Regular%20Season,2746,518,Josh Smith,1610612740,NOP,3,12,1,4,0.25,0,0,0.0,0,0,0.0,3,1,4,0,0,0,0,3,2,3,0.0,0.0
2017-18,Regular%20Season,1628383,518,Justin Patton,1610612750,MIN,1,4,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,2,2,0.0,0.0
2017-18,Regular%20Season,2736,518,Luol Deng,1610612747,LAL,1,13,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,0,2,2,1.0,1.0
2017-18,Regular%20Season,203489,518,Nate Wolters,1610612762,UTA,5,19,1,6,0.167,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,1,2,0,0.0,0.0
2017-18,Regular%20Season,1628408,518,PJ Dozier,1610612760,OKC,2,3,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,2,1,0.0,0.0
2017-18,Regular%20Season,203816,529,Scotty Hopson,1610612742,DAL,1,8,0,1,0.0,0,0,0.0,1,2,0.5,0,0,0,1,0,0,1,0,1,-1,1.0,0.0
2017-18,Regular%20Season,1628500,530,Ben Moore,1610612754,IND,2,9,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,4,0,2,0.0,0.0
2017-18,Regular%20Season,1628449,530,Chris Boucher,1610612744,GSW,1,1,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0.0,0.0
2017-18,Regular%20Season,1628571,530,Erik McCree,1610612762,UTA,4,8,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,1,0,0,-1,0.0,1.0
2017-18,Regular%20Season,204067,530,Jarell Eddie,1610612741,CHI,3,9,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0.0,0.0
2017-18,Regular%20Season,201177,530,Josh McRoberts,1610612742,DAL,2,6,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-1,0.0,0.0
2017-18,Regular%20Season,1626242,530,Luis Montero,1610612765,DET,2,8,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,2,0,0,-1,0.0,0.0
2017-18,Regular%20Season,1627851,530,Mindaugas Kuzminskas,1610612752,NYK,1,2,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,0.0,0.0
2017-18,Regular%20Season,1627852,530,Nicolas Brussino,1610612737,ATL,4,10,0,2,0.0,0,2,0.0,0,0,0.0,0,3,3,0,0,0,0,0,0,1,0.0,0.0
2017-18,Regular%20Season,203590,530,Trey McKinney-Jones,1610612754,IND,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2017-18,Regular%20Season,1628399,530,Tyler Lydon,1610612743,DEN,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2017-18,Regular%20Season,202918,530,Xavier Silas,1610612738,BOS,2,8,0,3,0.0,0,2,0.0,0,0,0.0,1,1,2,0,1,0,0,1,0,0,0.0,0.0
2017-18,Playoffs,2544,1,LeBron James,1610612739,CLE,22,922,275,510,0.539,39,114,0.342,159,213,0.746,31,169,200,198,30,23,94,52,748,816,2.11,0.32
2017-18,Playoffs,201142,2,Kevin Durant,1610612744,GSW,21,807,212,435,0.487,47,138,0.341,137,152,0.901,13,150,163,99,15,25,50,43,608,622,1.98,0.3
2017-18,Playoffs,201935,3,James Harden,1610612745,HOU,17,621,158,385,0.41,52,174,0.299,118,133,0.887,14,75,89,116,38,11,65,46,486,433,1.78,0.58
2017-18,Playoffs,202691,4,Klay Thompson,1610612744,GSW,21,794,159,342,0.465,67,157,0.427,27,31,0.871,11,75,86,38,16,6,31,48,412,340,1.23,0.52
2017-18,Playoffs,201939,5,Stephen Curry,1610612744,GSW,15,555,137,304,0.451,64,162,0.395,45,47,0.957,9,82,91,81,26,11,43,38,383,380,1.88,0.6
2017-18,Playoffs,1628369,6,Jayson Tatum,1610612738,BOS,19,683,123,261,0.471,23,71,0.324,82,97,0.845,10,73,83,52,23,10,41,50,351,325,1.27,0.56
2017-18,Playoffs,1627759,7,Jaylen Brown,1610612738,BOS,18,583,124,266,0.466,44,112,0.393,32,50,0.64,16,71,87,26,14,10,23,58,324,278,1.13,0.61
2017-18,Playoffs,101108,8,Chris Paul,1610612745,HOU,15,517,118,257,0.459,37,99,0.374,44,53,0.83,9,80,89,87,30,4,28,47,317,351,3.11,1.07
2017-18,Playoffs,201567,9,Kevin Love,1610612739,CLE,21,660,109,278,0.392,36,106,0.34,59,64,0.922,49,166,215,34,15,8,41,58,313,370,0.83,0.37
2017-18,Playoffs,1626179,9,Terry Rozier,1610612738,BOS,19,696,108,266,0.406,51,147,0.347,46,56,0.821,8,92,100,109,24,6,22,38,313,362,4.96,1.09
2017-18,Playoffs,201143,11,Al Horford,1610612738,BOS,19,679,111,204,0.544,15,43,0.349,62,75,0.827,32,125,157,63,19,22,32,39,299,422,1.97,0.59
2017-18,Playoffs,203076,12,Anthony Davis,1610612740,NOP,9,358,106,204,0.52,6,22,0.273,53,64,0.828,24,97,121,15,18,21,23,30,271,314,0.65,0.78
2017-18,Playoffs,1628378,13,Donovan Mitchell,1610612762,UTA,11,411,102,243,0.42,25,80,0.313,39,43,0.907,9,56,65,46,16,4,32,35,268,222,1.44,0.5
2017-18,Playoffs,201569,14,Eric Gordon,1610612745,HOU,17,549,84,221,0.38,43,130,0.331,51,61,0.836,9,36,45,28,10,8,24,29,262,182,1.17,0.42
2017-18,Playoffs,202694,15,Marcus Morris Sr.,1610612738,BOS,19,562,82,223,0.368,30,72,0.417,42,59,0.712,20,83,103,21,7,5,19,60,236,195,1.1,0.37
2017-18,Playoffs,201942,16,DeMar DeRozan,1610612761,TOR,10,354,87,199,0.437,10,35,0.286,43,53,0.811,6,30,36,40,5,6,23,24,227,169,1.74,0.22
2017-18,Playoffs,203110,17,Draymond Green,1610612744,GSW,21,819,83,192,0.432,21,79,0.266,39,49,0.796,42,180,222,171,41,31,63,75,226,509,2.71,0.65
2017-18,Playoffs,203991,18,Clint Capela,1610612745,HOU,17,520,95,144,0.66,0,0,0.0,26,55,0.473,61,136,197,22,14,36,15,38,216,392,1.47,0.93
2017-18,Playoffs,201950,19,Jrue Holiday,1610612740,NOP,9,348,88,170,0.518,16,50,0.32,21,30,0.7,9,42,51,57,10,5,23,22,213,222,2.48,0.43
2017-18,Playoffs,2747,20,JR Smith,1610612739,CLE,22,706,65,187,0.348,44,120,0.367,17,22,0.773,10,50,60,25,21,4,19,54,191,155,1.32,1.1
2017-18,Playoffs,200755,21,JJ Redick,1610612755,PHI,10,342,60,135,0.444,26,75,0.347,36,42,0.857,3,12,15,26,8,1,11,21,182,140,2.36,0.73
2017-18,Playoffs,2594,21,Kyle Korver,1610612739,CLE,22,505,59,141,0.418,45,109,0.413,19,22,0.864,6,46,52,19,9,9,14,44,182,172,1.36,0.64
2017-18,Playoffs,203507,23,Giannis Antetokounmpo,1610612749,MIL,7,280,69,121,0.57,4,14,0.286,38,55,0.691,8,59,67,44,10,6,17,28,180,221,2.59,0.59
2017-18,Playoffs,201566,24,Russell Westbrook,1610612760,OKC,6,235,64,161,0.398,15,42,0.357,33,40,0.825,11,61,72,45,9,0,31,21,176,167,1.45,0.29
2017-18,Playoffs,201588,25,George Hill,1610612739,CLE,19,557,59,131,0.45,16,51,0.314,41,53,0.774,13,28,41,42,10,8,22,52,175,170,1.91,0.46
2017-18,Playoffs,200768,26,Kyle Lowry,1610612761,TOR,10,361,60,118,0.508,28,63,0.444,26,32,0.813,2,41,43,85,15,0,31,33,174,222,2.74,0.48
2017-18,Playoffs,203114,27,Khris Middleton,1610612749,MIL,7,275,67,112,0.598,25,41,0.61,14,19,0.737,1,35,36,22,6,5,16,30,173,176,1.38,0.38
2017-18,Playoffs,203967,28,Dario Saric,1610612755,PHI,10,329,59,140,0.421,20,52,0.385,34,40,0.85,32,41,73,35,10,4,15,28,172,192,2.33,0.67
2017-18,Playoffs,203954,29,Joel Embiid,1610612755,PHI,8,278,60,138,0.435,8,29,0.276,43,61,0.705,23,78,101,24,7,14,29,31,171,192,0.83,0.24
2017-18,Playoffs,201145,30,Jeff Green,1610612739,CLE,22,523,58,142,0.408,21,70,0.3,33,46,0.717,7,46,53,32,7,15,17,36,170,163,1.88,0.41
2017-18,Playoffs,1627732,31,Ben Simmons,1610612755,PHI,10,369,61,125,0.488,0,1,0.0,41,58,0.707,16,78,94,77,17,8,44,34,163,234,1.75,0.39
2017-18,Playoffs,204060,32,Joe Ingles,1610612762,UTA,11,382,57,121,0.471,35,77,0.455,11,17,0.647,5,43,48,37,6,2,26,29,160,157,1.42,0.23
2017-18,Playoffs,203506,33,Victor Oladipo,1610612754,IND,7,261,53,127,0.417,23,57,0.404,30,41,0.732,3,55,58,42,17,3,24,11,159,170,1.75,0.71
2017-18,Playoffs,202322,34,John Wall,1610612764,WAS,6,234,56,127,0.441,4,21,0.19,40,47,0.851,3,31,34,69,14,8,27,16,156,176,2.56,0.52
